0.0689801  0.00730446
0.514196  0.0129072
0.34699  0.0102385
0.338548  0.0114369
0.735421  0.0156703
0.865413  0.0204151
0.879639  0.0182071
0.872426  0.0193792
1.23879  0.0239384
0.49883  0.0136196
0.485148  0.0107736
1.18523  0.0236745
1.12833  0.0239803
0.748807  0.0157124
0.0780703  0.0111837
0.0732707  0.00962553
0.0755299  0.00922651
0.0929145  0.0107216
-0.00957333  0.00856716
-0.00100761  0.00904355
-0.0297444  0.00803316
0.686853  0.0154536
0.826613  0.0153033
0.126631  0.0110347
-0.199473  0.007147
-0.32114  0.00426663
-0.362853  0.00332599
-0.359976  0.00361086
-0.299045  0.00468276
-0.0872939  0.00814859
-0.0896266  0.00831605
-0.218548  0.0064605
-0.349856  0.0038749
-0.293626  0.00457575
-0.153516  0.00761719
-0.15394  0.00755767
-0.141042  0.00735043
-0.147837  0.00713163
-0.137495  0.00698743
0.185861  0.010689
-0.229374  0.00699423
-0.0901756  0.00743062
0.159634  0.00987824
-0.240435  0.00633717
-0.142158  0.00768212
-0.33647  0.00444865
-0.338109  0.00431414
-0.284753  0.00551364
-0.221526  0.0060996
0.0917987  0.0106514
-0.316853  0.00387131
-0.364608  0.00293006
-0.325077  0.0035536
-0.275859  0.0046188
-0.160746  0.00610153
-0.18214  0.00593328
-0.131287  0.00622953
0.0842583  0.00924252
0.134819  0.006246
0.0304156  0.00953751
-0.0826159  0.00749692
0.246366  0.0104969
0.445966  0.0131253
0.419482  0.0140931
1.22359  0.0235958
0.632101  0.0180833
0.223939  0.0095639
0.00529878  0.00686257
0.143283  0.00841233
0.451972  0.0113381
0.853996  0.0174639
1.58786  0.0285149
1.57423  0.0277146
1.08257  0.020941
1.06366  0.0201898
1.04983  0.0180894
1.11788  0.0165906
0.80537  0.0166938
0.812882  0.015806
0.981884  0.018984
0.978488  0.0153621
0.659722  0.00991935
0.885667  0.0109446
0.491859  0.0103446
0.486431  0.00970473
0.263013  0.00869908
0.302273  0.00958487
0.281405  0.00742511
0.201418  0.00805276
0.20927  0.00818115
0.198661  0.00767638
0.283717  0.0084332
0.219074  0.00910146
-0.0296166  0.00623124
0.00228457  0.00631225
-0.146335  0.00550775
0.0079588  0.00655452
0.0663945  0.0067236
0.203442  0.00702221
0.370814  0.00858798
0.350067  0.00771295
0.344911  0.00906769
0.395454  0.00903103
0.382433  0.00817844
0.652053  0.0089431
1.03933  0.0116362
1.07128  0.0122081
1.05523  0.0133398
0.729542  0.00945409
0.524612  0.00884251
0.663869  0.00981308
0.979497  0.0118687
1.28557  0.0133761
1.22151  0.0178461
1.23304  0.017689
1.24688  0.014272
1.25009  0.020812
1.25923  0.0214143
1.23741  0.0190769
0.647457  0.0117314
0.592128  0.00916706
0.525292  0.00983447
0.479803  0.00870528
0.468147  0.00888958
0.465399  0.00974374
0.479308  0.0095216
0.526365  0.00864855
0.534476  0.00970811
0.388705  0.00830112
0.254122  0.0086891
0.00353512  0.00621925
-0.0966514  0.00727308
-0.257648  0.00427891
-0.279128  0.00430443
-0.352305  0.00354737
-0.273224  0.00452134
-0.1729  0.00463155
-0.0698627  0.0058732
0.101418  0.00708919
0.226035  0.00769013
0.213219  0.00983538
-0.0653806  0.007728
0.00585974  0.00889986
0.241913  0.00973723
-0.031704  0.0082418
-0.254981  0.00524981
-0.253212  0.0063889
-0.22141  0.00558171
-0.268228  0.00389451
-0.169233  0.00516284
-0.131498  0.0056277
-0.189028  0.00556408
0.00710257  0.00679579
-0.0569383  0.00598494
-0.209685  0.00494118
-0.317909  0.00397666
-0.327921  0.00474906
-0.290646  0.00547299
-0.213514  0.00521749
-0.188961  0.00517967
-0.253946  0.00468081
-0.273569  0.00420375
-0.226308  0.00487849
-0.188485  0.00527255
-0.241498  0.00469716
-0.238267  0.00490932
-0.268214  0.00430642
-0.204781  0.00463187
-0.214025  0.00488809
-0.217222  0.00441879
-0.215323  0.00564321
-0.246056  0.00487396
-0.25277  0.00727947
-0.254796  0.00795062
-0.263555  0.00679774
-0.209042  0.0144848
-0.231449  0.0107441
-0.193078  0.0143245
-0.251554  0.00974495
-0.242981  0.00899595
-0.236087  0.0101306
-0.255945  0.00746358
-0.239092  0.0137094
-0.262238  0.00658475
-0.248598  0.00690991
-0.242289  0.0175583
-0.245306  0.00703505
-0.243634  0.00887726
-0.237884  0.00562116
-0.170289  0.00602441
-0.117832  0.00510383
-0.0824165  0.00513329
-0.122652  0.0058305
-0.130713  0.006271
-0.182628  0.00531318
-0.243395  0.00839842
-0.246885  0.00604241
-0.197333  0.00550455
-0.236046  0.00529883
-0.225036  0.00544872
-0.218531  0.00463587
-0.225112  0.00665516
-0.24967  0.00630671
-0.253116  0.00726832
-0.247025  0.00657555
-0.269565  0.00706394
-0.231305  0.0131016
-0.190423  0.0182853
-0.0147846  0.0262781
0.0190131  0.0346436
-0.0240593  0.0312978
0.201941  0.0431256
0.126098  0.0512721
0.00422067  0.0233417
-0.0384484  0.0305951
0.144835  0.0383007
0.459764  0.0574792
0.415124  0.0520029
0.411408  0.0468454
0.762957  0.0722663
0.460422  0.0685577
0.285595  0.045684
0.516513  0.0605386
0.595785  0.0601526
0.354095  0.0527782
0.310286  0.0366472
0.129261  0.0289535
0.422809  0.0616755
0.29525  0.0480274
0.154655  0.0371259
0.309385  0.0587085
0.306224  0.0482268
0.121864  0.034561
0.157127  0.0371794
0.212413  0.042199
0.0869484  0.035978
0.143129  0.0437526
0.11319  0.0362501
0.0977496  0.0314713
-0.0225234  0.0357504
-0.0650603  0.0259659
-0.0670548  0.0238953
0.00726018  0.030818
-0.124501  0.0231274
-0.0891577  0.0277681
-0.075071  0.0254278
-0.108617  0.0218317
-0.0152202  0.0266517
0.00815497  0.0272286
-0.118452  0.0216274
-0.0107709  0.0308659
-0.18952  0.0155846
-0.0956829  0.0239332
-0.0110892  0.0304148
-0.0601897  0.0242097
-0.0446591  0.0318094
-0.0475255  0.0252673
-0.0265903  0.025823
-0.0378657  0.02563
-0.0477024  0.0315407
-0.103975  0.0203545
-0.171887  0.015575
-0.167674  0.017125
-0.122207  0.0188536
-0.0774957  0.0246721
-0.116837  0.0188845
-0.208609  0.0147971
-0.110837  0.0208324
-0.0612885  0.0253982
-0.181248  0.0153188
-0.237794  0.00934145
-0.21743  0.0140776
-0.21463  0.0109223
-0.231792  0.0129
-0.180327  0.017951
-0.215339  0.0150755
-0.173456  0.0187139
-0.230725  0.0106669
-0.195735  0.0172042
-0.191873  0.0162054
-0.122901  0.0269089
-0.156915  0.019979
-0.160306  0.0179078
-0.180504  0.012531
-0.0969713  0.0273007
-0.0739263  0.0253568
-0.145361  0.0233229
-0.182825  0.0140961
-0.202232  0.0142827
-0.128036  0.0193202
-0.147299  0.0183559
-0.229521  0.0103567
-0.159928  0.016284
-0.0945562  0.0233164
0.158626  0.0423132
-0.0168238  0.0266509
-0.136127  0.0194874
-0.141247  0.0191287
-0.158768  0.0237384
-0.183584  0.0144214
-0.173062  0.0165257
-0.119806  0.0238108
-0.210152  0.017988
-0.239455  0.00886792
-0.266913  0.00761265
-0.260917  0.0100173
-0.247055  0.0127807
-0.246  0.0103515
-0.242235  0.0137715
-0.25946  0.00529681
-0.26549  0.00621641
-0.250832  0.00820228
-0.262862  0.0068236
-0.239359  0.0108172
-0.246147  0.00914201
-0.225652  0.0122312
-0.236813  0.0113269
-0.201218  0.0136685
-0.131075  0.0216453
-0.194646  0.017194
-0.0911719  0.0278908
-0.144714  0.0208093
-0.187161  0.0155883
-0.240052  0.0145862
-0.22223  0.0134183
-0.196025  0.017017
-0.213697  0.0137393
-0.101406  0.0304989
-0.118012  0.0209041
-0.0296592  0.0290919
-0.0515708  0.0270605
0.0999326  0.0493284
0.130459  0.0369493
0.110106  0.0425631
0.225652  0.047241
0.273859  0.0460753
0.216689  0.0498949
0.307011  0.0543129
0.214564  0.0379554
0.0421887  0.0357376
0.0437758  0.0303629
0.0651056  0.0310685
0.0159507  0.0311102
-0.00570351  0.0248361
0.122447  0.0487749
0.142738  0.0361228
-0.0229506  0.0305484
0.00272196  0.0338786
0.105348  0.0350617
0.139908  0.0338374
0.398703  0.055603
0.37188  0.0450222
0.197256  0.0407682
0.285676  0.0507015
0.515632  0.0581515
0.249586  0.0431666
0.415586  0.0533575
0.222046  0.0474163
0.0421884  0.0343109
0.149958  0.0386322
0.0873346  0.0471373
0.27853  0.0532547
-0.0670352  0.0223229
-0.0435769  0.0307072
-0.104464  0.0247788
-0.138304  0.0200682
-0.145551  0.0168197
-0.120573  0.0216718
-0.192032  0.0178023
-0.18491  0.0177055
-0.204532  0.0172362
-0.213723  0.015583
-0.253301  0.00924358
-0.222992  0.0147993
-0.224749  0.0126537
-0.246171  0.0101767
-0.20717  0.012865
-0.225595  0.0109834
-0.229939  0.013467
-0.213784  0.016721
-0.242307  0.00818847
-0.225087  0.0113853
-0.239953  0.00959864
-0.234872  0.011193
-0.250731  0.0102222
